3.17  0.00  0.00 14 2 2.0000  0.0100  0.0000
3.17  0.00  0.00 14 3 2.0000  0.0100  0.0000
3.17  0.00  0.00 14 4 2.0000  0.0100  0.0000
3.17  0.00  0.00 14 5 2.0000  0.0100  0.0000
3.17  0.00  0.00 14 6 2.0000  0.0100  0.0000
3.41  0.00  0.00 15 1 2.0000  0.0100  0.0000
3.41  0.00  0.00 15 2 2.0000  0.0100  0.0000
3.41  0.00  0.00 15 3 2.0000  0.0100  0.0000
3.41  0.00  0.00 15 4 2.0000  0.0100  0.0000
3.41  0.00  0.00 15 5 2.0000  0.0100  0.0000
3.41  0.00  0.00 15 6 2.0000  0.0100  0.0000
3.65  0.00  0.00 16 1 2.0000  0.0100  0.0000
3.65  0.00  0.00 16 2 2.0000  0.0100  0.0000
3.65  0.00  0.00 16 3 2.0000  0.0100  0.0000
3.65  0.00  0.00 16 4 2.0000  0.0100  0.0000
3.65  0.00  0.00 16 5 2.0000  0.0100  0.0000
3.65  0.00  0.00 16 6 2.0000  0.0100  0.0000
3.90  0.00  0.00 17 1 2.0000  0.0100  0.0000
3.90  0.00  0.00 17 2 2.0000  0.0100  0.0000
3.90  0.00  0.00 17 3 2.0000  0.0100  0.0000
3.90  0.00  0.00 17 4 2.0000  0.0100  0.0000
3.90  0.00  0.00 17 5 2.0000  0.0100  0.0000
3.90  0.00  0.00 17 6 2.0000  0.0100  0.0000
4.14  0.00  0.00 18 1 2.0000  0.0100  0.0000
4.14  0.00  0.00 18 2 2.0000  0.0100  0.0000
4.14  0.00  0.00 18 3 2.0000  0.0100  0.0000
4.14  0.00  0.00 18 4 2.0000  0.0100  0.0000
4.14  0.00  0.00 18 5 2.0000  0.0100  0.0000
4.14  0.00  0.00 18 6 2.0000  0.0100  0.0000
4.38  0.00  0.00 19 1 2.0000  0.0100  0.0000
4.38  0.00  0.00 19 2 2.0000  0.0100  0.0000
4.38  0.00  0.00 19 3 2.0000  0.0100  0.0000
4.38  0.00  0.00 19 4 2.0000  0.0100  0.0000
4.38  0.00  0.00 19 5 2.0000  0.0100  0.0000
4.38  0.00  0.00 19 6 2.0000  0.0100  0.0000
4.63  0.00  0.00 20 1 2.0000  0.0100  0.0000
4.63  0.00  0.00 20 2 2.0000  0.0100  0.0000
4.63  0.00  0.00 20 3 2.0000  0.0100  0.0000
4.63  0.00  0.00 20 4 2.0000  0.0100  0.0000
4.63  0.00  0.00 20 5 2.0000  0.0100  0.0000
4.63  0.00  0.00 20 6 2.0000  0.0100  0.0000
4.87  0.00  0.00 21 1 2.0000  0.0100  0.0000
4.87  0.00  0.00 21 2 2.0000  0.0100  0.0000
4.87  0.00  0.00 21 3 2.0000  0.0100  0.0000
4.87  0.00  0.00 21 4 2.0000  0.0100  0.0000
4.87  0.00  0.00 21 5 2.0000  0.0100  0.0000
4.87  0.00  0.00 21 6 2.0000  0.0100  0.0000
5.11  0.00  0.00 22 1 2.0000  0.0100  0.0000
5.11  0.00  0.00 22 2 2.0000  0.0100  0.0000
5.11  0.00  0.00 22 3 2.0000  0.0100  0.0000
5.11  0.00  0.00 22 4 2.0000  0.0100  0.0000
5.11  0.00  0.00 22 5 2.0000  0.0100  0.0000
5.11  0.00  0.00 22 6 2.0000  0.0100  0.0000
5.36  0.00  0.00 23 1 2.0000  0.0100  0.0000
5.36  0.00  0.00 23 2 2.0000  0.0100  0.0000
5.36  0.00  0.00 23 3 2.0000  0.0100  0.0000
5.36  0.00  0.00 23 4 2.0000  0.0100  0.0000
5.36  0.00  0.00 23 5 2.0000  0.0100  0.0000
5.36  0.00  0.00 23 6 2.0000  0.0100  0.0000
5.60  0.00  0.00 24 1 2.0000  0.0100  0.0000
5.60  0.00  0.00 24 2 2.0000  0.0100  0.0000
5.60  0.00  0.00 24 3 2.0000  0.0100  0.0000
5.60  0.00  0.00 24 4 2.0000  0.0100  0.0000
5.60  0.00  0.00 24 5 2.0000  0.0100  0.0000
5.60  0.00  0.00 24 6 2.0000  0.0100  0.0000
5.84  0.00  0.00 25 1 2.0000  0.0100  0.0000
5.84  0.00  0.00 25 2 2.0000  0.0100  0.0000
5.84  0.00  0.00 25 3 2.0000  0.0100  0.0000
5.84  0.00  0.00 25 4 2.0000  0.0100  0.0000
5.84  0.00  0.00 25 5 2.0000  0.0100  0.0000
5.84  0.00  0.00 25 6 2.0000  0.0100  0.0000
6.09  0.00  0.00 26 1 2.0000  0.0100  0.0000
6.09  0.00  0.00 26 2 2.0000  0.0100  0.0000
6.09  0.00  0.00 26 3 2.0000  0.0100  0.0000
6.09  0.00  0.00 26 4 2.0000  0.0100  0.0000
6.09  0.00  0.00 26 5 2.0000  0.0100  0.0000
6.09  0.00  0.00 26 6 2.0000  0.0100  0.0000
6.33  0.00  0.00 27 1 2.0000  0.0100  0.0000
6.33  0.00  0.00 27 2 2.0000  0.0100  0.0000
6.33  0.00  0.00 27 3 2.0000  0.0100  0.0000
6.33  0.00  0.00 27 4 2.0000  0.0100  0.0000
6.33  0.00  0.00 27 5 2.0000  0.0100  0.0000
6.33  0.00  0.00 27 6 2.0000  0.0100  0.0000
6.57  0.00  0.00 28 1 2.0000  0.0100  0.0000
6.57  0.00  0.00 28 2 2.0000  0.0100  0.0000
6.57  0.00  0.00 28 3 2.0000  0.0100  0.0000
6.57  0.00  0.00 28 4 2.0000  0.0100  0.0000
6.57  0.00  0.00 28 5 2.0000  0.0100  0.0000
6.57  0.00  0.00 28 6 2.0000  0.0100  0.0000
6.82  0.00  0.00 29 1 2.0000  0.0100  0.0000
6.82  0.00  0.00 29 2 2.0000  0.0100  0.0000
6.82  0.00  0.00 29 3 2.0000  0.0100  0.0000
6.82  0.00  0.00 29 4 2.0000  0.0100  0.0000
6.82  0.00  0.00 29 5 2.0000  0.0100  0.0000
6.82  0.00  0.00 29 6 2.0000  0.0100  0.0000
7.06  0.00  0.00 30 1 2.0000  0.0100  0.0000
7.06  0.00  0.00 30 2 2.0000  0.0100  0.0000
7.06  0.00  0.00 30 3 2.0000  0.0100  0.0000
7.06  0.00  0.00 30 4 2.0000  0.0100  0.0000
7.06  0.00  0.00 30 5 2.0000  0.0100  0.0000
7.06  0.00  0.00 30 6 2.0000  0.0100  0.0000
7.30  0.00  0.00 31 1 2.0000  0.0100  0.0000
7.30  0.00  0.00 31 2 2.0000  0.0100  0.0000
7.30  0.00  0.00 31 3 2.0000  0.0100  0.0000
7.30  0.00  0.00 31 4 2.0000  0.0100  0.0000
7.30  0.00  0.00 31 5 2.0000  0.0100  0.0000
7.30  0.00  0.00 31 6 2.0000  0.0100  0.0000
7.55  0.00  0.00 32 1 2.0000  0.0100  0.0000
7.55  0.00  0.00 32 2 2.0000  0.0100  0.0000
7.55  0.00  0.00 32 3 2.0000  0.0100  0.0000
7.55  0.00  0.00 32 4 2.0000  0.0100  0.0000
7.55  0.00  0.00 32 5 2.0000  0.0100  0.0000
7.55  0.00  0.00 32 6 2.0000  0.0100  0.0000
7.79  0.00  0.00 33 1 2.0000  0.0100  0.0000
7.79  0.00  0.00 33 2 2.0000  0.0100  0.0000
7.79  0.00  0.00 33 3 2.0000  0.0100  0.0000
7.79  0.00  0.00 33 4 2.0000  0.0100  0.0000
7.79  0.00  0.00 33 5 2.0000  0.0100  0.0000
7.79  0.00  0.00 33 6 2.0000  0.0100  0.0000
8.03  0.00  0.00 34 1 2.0000  0.0100  0.0000
8.03  0.00  0.00 34 2 2.0000  0.0100  0.0000
8.03  0.00  0.00 34 3 2.0000  0.0100  0.0000
8.03  0.00  0.00 34 4 2.0000  0.0100  0.0000
8.03  0.00  0.00 34 5 2.0000  0.0100  0.0000
8.03  0.00  0.00 34 6 2.0000  0.0100  0.0000
8.28  0.00  0.00 35 1 2.0000  0.0100  0.0000
8.28  0.00  0.00 35 2 2.0000  0.0100  0.0000
8.28  0.00  0.00 35 3 2.0000  0.0100  0.0000
8.28  0.00  0.00 35 4 2.0000  0.0100  0.0000
8.28  0.00  0.00 35 5 2.0000  0.0100  0.0000
8.28  0.00  0.00 35 6 2.0000  0.0100  0.0000
8.52  0.00  0.00 36 1 2.0000  0.0100  0.0000
8.52  0.00  0.00 36 2 2.0000  0.0100  0.0000
8.52  0.00  0.00 36 3 2.0000  0.0100  0.0000
8.52  0.00  0.00 36 4 2.0000  0.0100  0.0000
8.52  0.00  0.00 36 5 2.0000  0.0100  0.0000
8.52  0.00  0.00 36 6 2.0000  0.0100  0.0000
8.77  0.00  0.00 37 1 2.0000  0.0100  0.0000
8.77  0.00  0.00 37 2 2.0000  0.0100  0.0000
8.77  0.00  0.00 37 3 2.0000  0.0100  0.0000
8.77  0.00  0.00 37 4 2.0000  0.0100  0.0000
8.77  0.00  0.00 37 5 2.0000  0.0100  0.0000
8.77  0.00  0.00 37 6 2.0000  0.0100  0.0000
9.01  0.00  0.00 38 1 2.0000  0.0100  0.0000
9.01  0.00  0.00 38 2 2.0000  0.0100  0.0000
9.01  0.00  0.00 38 3 2.0000  0.0100  0.0000
9.01  0.00  0.00 38 4 2.0000  0.0100  0.0000
9.01  0.00  0.00 38 5 2.0000  0.0100  0.0000
9.01  0.00  0.00 38 6 2.0000  0.0100  0.0000
9.25  0.00  0.00 39 1 2.0000  0.0100  0.0000
9.25  0.00  0.00 39 2 2.0000  0.0100  0.0000
9.25  0.00  0.00 39 3 2.0000  0.0100  0.0000
9.25  0.00  0.00 39 4 2.0000  0.0100  0.0000
9.25  0.00  0.00 39 5 2.0000  0.0100  0.0000
9.25  0.00  0.00 39 6 2.0000  0.0100  0.0000
9.50  0.00  0.00 40 1 2.0000  0.0100  0.0000
9.50  0.00  0.00 40 2 2.0000  0.0100  0.0000
9.50  0.00  0.00 40 3 2.0000  0.0100  0.0000
9.50  0.00  0.00 40 4 2.0000  0.0100  0.0000
9.50  0.00  0.00 40 5 2.0000  0.0100  0.0000
9.50  0.00  0.00 40 6 2.0000  0.0100  0.0000
9.74  0.00  0.00 41 1 2.0000  0.0100  0.0000
9.74  0.00  0.00 41 2 2.0000  0.0100  0.0000
9.74  0.00  0.00 41 3 2.0000  0.0100  0.0000
9.74  0.00  0.00 41 4 2.0000  0.0100  0.0000
9.74  0.00  0.00 41 5 2.0000  0.0100  0.0000
9.74  0.00  0.00 41 6 2.0000  0.0100  0.0000
9.98  0.00  0.00 42 1 2.0000  0.0100  0.0000
9.98  0.00  0.00 42 2 2.0000  0.0100  0.0000
9.98  0.00  0.00 42 3 2.0000  0.0100  0.0000
9.98  0.00  0.00 42 4 2.0000  0.0100  0.0000
9.98  0.00  0.00 42 5 2.0000  0.0100  0.0000
9.98  0.00  0.00 42 6 2.0000  0.0100  0.0000
10.23  0.00  0.00 43 1 2.0000  0.0100  0.0000
10.23  0.00  0.00 43 2 2.0000  0.0100  0.0000
10.23  0.00  0.00 43 3 2.0000  0.0100  0.0000
10.23  0.00  0.00 43 4 2.0000  0.0100  0.0000
10.23  0.00  0.00 43 5 2.0000  0.0100  0.0000
10.23  0.00  0.00 43 6 2.0000  0.0100  0.0000
10.47  0.00  0.00 44 1 2.0000  0.0100  0.0000
10.47  0.00  0.00 44 2 2.0000  0.0100  0.0000
10.47  0.00  0.00 44 3 2.0000  0.0100  0.0000
10.47  0.00  0.00 44 4 2.0000  0.0100  0.0000
10.47  0.00  0.00 44 5 2.0000  0.0100  0.0000
10.47  0.00  0.00 44 6 2.0000  0.0100  0.0000
10.71  0.00  0.00 45 1 2.0000  0.0100  0.0000
10.71  0.00  0.00 45 2 2.0000  0.0100  0.0000
10.71  0.00  0.00 45 3 2.0000  0.0100  0.0000
10.71  0.00  0.00 45 4 2.0000  0.0100  0.0000
10.71  0.00  0.00 45 5 2.0000  0.0100  0.0000
10.71  0.00  0.00 45 6 2.0000  0.0100  0.0000
10.96  0.00  0.00 46 1 2.0000  0.0100  0.0000
10.96  0.00  0.00 46 2 2.0000  0.0100  0.0000
10.96  0.00  0.00 46 3 2.0000  0.0100  0.0000
10.96  0.00  0.00 46 4 2.0000  0.0100  0.0000
10.96  0.00  0.00 46 5 2.0000  0.0100  0.0000
10.96  0.00  0.00 46 6 2.0000  0.0100  0.0000
11.20  0.00  0.00 47 1 2.0000  0.0100  0.0000
11.20  0.00  0.00 47 2 2.0000  0.0100  0.0000
11.20  0.00  0.00 47 3 2.0000  0.0100  0.0000
11.20  0.00  0.00 47 4 2.0000  0.0100  0.0000
11.20  0.00  0.00 47 5 2.0000  0.0100  0.0000
11.20  0.00  0.00 47 6 2.0000  0.0100  0.0000
11.44  0.00  0.00 48 1 2.0000  0.0100  0.0000
11.44  0.00  0.00 48 2 2.0000  0.0100  0.0000
11.44  0.00  0.00 48 3 2.0000  0.0100  0.0000
11.44  0.00  0.00 48 4 2.0000  0.0100  0.0000
11.44  0.00  0.00 48 5 2.0000  0.0100  0.0000
11.44  0.00  0.00 48 6 2.0000  0.0100  0.0000
11.69  0.00  0.00 49 1 2.0000  0.0100  0.0000
11.69  0.00  0.00 49 2 2.0000  0.0100  0.0000
11.69  0.00  0.00 49 3 2.0000  0.0100  0.0000
11.69  0.00  0.00 49 4 2.0000  0.0100  0.0000
11.69  0.00  0.00 49 5 2.0000  0.0100  0.0000
11.69  0.00  0.00 49 6 2.0000  0.0100  0.0000
11.93  0.00  0.00 50 1 2.0000  0.0100  0.0000
11.93  0.00  0.00 50 2 2.0000  0.0100  0.0000
11.93  0.00  0.00 50 3 2.0000  0.0100  0.0000
11.93  0.00  0.00 50 4 2.0000  0.0100  0.0000
11.93  0.00  0.00 50 5 2.0000  0.0100  0.0000
11.93  0.00  0.00 50 6 2.0000  0.0100  0.0000
12.17  0.00  0.00 51 1 2.0000  0.0100  0.0000
12.17  0.00  0.00 51 2 2.0000  0.0100  0.0000
12.17  0.00  0.00 51 3 2.0000  0.0100  0.0000
12.17  0.00  0.00 51 4 2.0000  0.0100  0.0000
12.17  0.00  0.00 51 5 2.0000  0.0100  0.0000
12.17  0.00  0.00 51 6 2.0000  0.0100  0.0000
12.42  0.00  0.00 52 1 2.0000  0.0100  0.0000
12.42  0.00  0.00 52 2 2.0000  0.0100  0.0000
12.42  0.00  0.00 52 3 2.0000  0.0100  0.0000
12.42  0.00  0.00 52 4 2.0000  0.0100  0.0000
12.42  0.00  0.00 52 5 2.0000  0.0100  0.0000
12.42  0.00  0.00 52 6 2.0000  0.0100  0.0000
12.66  0.00  0.00 53 1 2.0000  0.0100  0.0000
12.66  0.00  0.00 53 2 2.0000  0.0100  0.0000
12.66  0.00  0.00 53 3 2.0000  0.0100  0.0000
12.66  0.00  0.00 53 4 2.0000  0.0100  0.0000
12.66  0.00  0.00 53 5 2.0000  0.0100  0.0000
12.66  0.00  0.00 53 6 2.0000  0.0100  0.0000
12.90  0.00  0.00 54 1 2.0000  0.0100  0.0000
12.90  0.00  0.00 54 2 2.0000  0.0100  0.0000
12.90  0.00  0.00 54 3 2.0000  0.0100  0.0000
12.90  0.00  0.00 54 4 2.0000  0.0100  0.0000
12.90  0.00  0.00 54 5 2.0000  0.0100  0.0000
12.90  0.00  0.00 54 6 2.0000  0.0100  0.0000
13.15  0.00  0.00 55 1 2.0000  0.0100  0.0000
13.15  0.00  0.00 55 2 2.0000  0.0100  0.0000
13.15  0.00  0.00 55 3 2.0000  0.0100  0.0000
13.15  0.00  0.00 55 4 2.0000  0.0100  0.0000
13.15  0.00  0.00 55 5 2.0000  0.0100  0.0000
13.15  0.00  0.00 55 6 2.0000  0.0100  0.0000
13.39  0.00  0.00 56 1 2.0000  0.0100  0.0000
13.39  0.00  0.00 56 2 2.0000  0.0100  0.0000
13.39  0.00  0.00 56 3 2.0000  0.0100  0.0000
13.39  0.00  0.00 56 4 2.0000  0.0100  0.0000
13.39  0.00  0.00 56 5 2.0000  0.0100  0.0000
13.39  0.00  0.00 56 6 2.0000  0.0100  0.0000
13.63  0.00  0.00 57 1 2.0000  0.0100  0.0000
13.63  0.00  0.00 57 2 2.0000  0.0100  0.0000
13.63  0.00  0.00 57 3 2.0000  0.0100  0.0000
13.63  0.00  0.00 57 4 2.0000  0.0100  0.0000
13.63  0.00  0.00 57 5 2.0000  0.0100  0.0000
13.63  0.00  0.00 57 6 2.0000  0.0100  0.0000
13.88  0.00  0.00 58 1 2.0000  0.0100  0.0000
13.88  0.00  0.00 58 2 2.0000  0.0100  0.0000
13.88  0.00  0.00 58 3 2.0000  0.0100  0.0000
13.88  0.00  0.00 58 4 2.0000  0.0100  0.0000
13.88  0.00  0.00 58 5 2.0000  0.0100  0.0000
13.88  0.00  0.00 58 6 2.0000  0.0100  0.0000
14.12  0.00  0.00 59 1 2.0000  0.0100  0.0000
14.12  0.00  0.00 59 2 2.0000  0.0100  0.0000
14.12  0.00  0.00 59 3 2.0000  0.0100  0.0000
14.12  0.00  0.00 59 4 2.0000  0.0100  0.0000
14.12  0.00  0.00 59 5 2.0000  0.0100  0.0000
14.12  0.00  0.00 59 6 2.0000  0.0100  0.0000
14.37  0.00  0.00 60 1 2.0000  0.0100  0.0000
14.37  0.00  0.00 60 2 2.0000  0.0100  0.0000
14.37  0.00  0.00 60 3 2.0000  0.0100  0.0000
14.37  0.00  0.00 60 4 2.0000  0.0100  0.0000
14.37  0.00  0.00 60 5 2.0000  0.0100  0.0000
14.37  0.00  0.00 60 6 2.0000  0.0100  0.0000
14.61  0.00  0.00 61 1 2.0000  0.0100  0.0000
14.61  0.00  0.00 61 2 2.0000  0.0100  0.0000
14.61  0.00  0.00 61 3 2.0000  0.0100  0.0000
14.61  0.00  0.00 61 4 2.0000  0.0100  0.0000
14.61  0.00  0.00 61 5 2.0000  0.0100  0.0000
14.61  0.00  0.00 61 6 2.0000  0.0100  0.0000
14.85  0.00  0.00 62 1 2.0000  0.0100  0.0000
14.85  0.00  0.00 62 2 2.0000  0.0100  0.0000
14.85  0.00  0.00 62 3 2.0000  0.0100  0.0000
14.85  0.00  0.00 62 4 2.0000  0.0100  0.0000
14.85  0.00  0.00 62 5 2.0000  0.0100  0.0000
14.85  0.00  0.00 62 6 2.0000  0.0100  0.0000
15.10  0.00  0.00 63 1 2.0000  0.0100  0.0000
15.10  0.00  0.00 63 2 2.0000  0.0100  0.0000
15.10  0.00  0.00 63 3 2.0000  0.0100  0.0000
15.10  0.00  0.00 63 4 2.0000  0.0100  0.0000
15.10  0.00  0.00 63 5 2.0000  0.0100  0.0000
15.10  0.00  0.00 63 6 2.0000  0.0100  0.0000
15.34  0.00  0.00 64 1 2.0000  0.0100  0.0000
15.34  0.00  0.00 64 2 2.0000  0.0100  0.0000
15.34  0.00  0.00 64 3 2.0000  0.0100  0.0000
15.34  0.00  0.00 64 4 2.0000  0.0100  0.0000
15.34  0.00  0.00 64 5 2.0000  0.0100  0.0000
15.34  0.00  0.00 64 6 2.0000  0.0100  0.0000
15.58  0.00  0.00 65 1 2.0000  0.0100  0.0000
15.58  0.00  0.00 65 2 2.0000  0.0100  0.0000
15.58  0.00  0.00 65 3 2.0000  0.0100  0.0000
15.58  0.00  0.00 65 4 2.0000  0.0100  0.0000
15.58  0.00  0.00 65 5 2.0000  0.0100  0.0000
15.58  0.00  0.00 65 6 2.0000  0.0100  0.0000
15.83  0.00  0.00 66 1 2.0000  0.0100  0.0000
15.83  0.00  0.00 66 2 2.0000  0.0100  0.0000
15.83  0.00  0.00 66 3 2.0000  0.0100  0.0000
15.83  0.00  0.00 66 4 2.0000  0.0100  0.0000
15.83  0.00  0.00 66 5 2.0000  0.0100  0.0000
15.83  0.00  0.00 66 6 2.0000  0.0100  0.0000
16.07  0.00  0.00 67 1 2.0000  0.0100  0.0000
16.07  0.00  0.00 67 2 2.0000  0.0100  0.0000
16.07  0.00  0.00 67 3 2.0000  0.0100  0.0000
16.07  0.00  0.00 67 4 2.0000  0.0100  0.0000
16.07  0.00  0.00 67 5 2.0000  0.0100  0.0000
16.07  0.00  0.00 67 6 2.0000  0.0100  0.0000
16.31  0.00  0.00 68 1 2.0000  0.0100  0.0000
16.31  0.00  0.00 68 2 2.0000  0.0100  0.0000
16.31  0.00  0.00 68 3 2.0000  0.0100  0.0000
16.31  0.00  0.00 68 4 2.0000  0.0100  0.0000
16.31  0.00  0.00 68 5 2.0000  0.0100  0.0000
16.31  0.00  0.00 68 6 2.0000  0.0100  0.0000
16.56  0.00  0.00 69 1 2.0000  0.0100  0.0000
16.56  0.00  0.00 69 2 2.0000  0.0100  0.0000
16.56  0.00  0.00 69 3 2.0000  0.0100  0.0000
16.56  0.00  0.00 69 4 2.0000  0.0100  0.0000
16.56  0.00  0.00 69 5 2.0000  0.0100  0.0000
16.56  0.00  0.00 69 6 2.0000  0.0100  0.0000
16.80  0.00  0.00 70 1 2.0000  0.0100  0.0000
16.80  0.00  0.00 70 2 2.0000  0.0100  0.0000
16.80  0.00  0.00 70 3 2.0000  0.0100  0.0000
16.80  0.00  0.00 70 4 2.0000  0.0100  0.0000
16.80  0.00  0.00 70 5 2.0000  0.0100  0.0000
16.80  0.00  0.00 70 6 2.0000  0.0100  0.0000
17.04  0.00  0.00 71 1 2.0000  0.0100  0.0000
17.04  0.00  0.00 71 2 2.0000  0.0100  0.0000
17.04  0.00  0.00 71 3 2.0000  0.0100  0.0000
17.04  0.00  0.00 71 4 2.0000  0.0100  0.0000
17.04  0.00  0.00 71 5 2.0000  0.0100  0.0000
17.04  0.00  0.00 71 6 2.0000  0.0100  0.0000
17.29  0.00  0.00 72 1 2.0000  0.0100  0.0000
17.29  0.00  0.00 72 2 2.0000  0.0100  0.0000
17.29  0.00  0.00 72 3 2.0000  0.0100  0.0000
17.29  0.00  0.00 72 4 2.0000  0.0100  0.0000
17.29  0.00  0.00 72 5 2.0000  0.0100  0.0000
17.29  0.00  0.00 72 6 2.0000  0.0100  0.0000
17.53  0.00  0.00 73 1 2.0000  0.0100  0.0000
17.53  0.00  0.00 73 2 2.0000  0.0100  0.0000
17.53  0.00  0.00 73 3 2.0000  0.0100  0.0000
17.53  0.00  0.00 73 4 2.0000  0.0100  0.0000
17.53  0.00  0.00 73 5 2.0000  0.0100  0.0000
17.53  0.00  0.00 73 6 2.0000  0.0100  0.0000
17.77  0.00  0.00 74 1 2.0000  0.0100  0.0000
17.77  0.00  0.00 74 2 2.0000  0.0100  0.0000
17.77  0.00  0.00 74 3 2.0000  0.0100  0.0000
17.77  0.00  0.00 74 4 2.0000  0.0100  0.0000
17.77  0.00  0.00 74 5 2.0000  0.0100  0.0000
17.77  0.00  0.00 74 6 2.0000  0.0100  0.0000
18.02  0.00  0.00 75 1 2.0000  0.0100  0.0000
18.02  0.00  0.00 75 2 2.0000  0.0100  0.0000
18.02  0.00  0.00 75 3 2.0000  0.0100  0.0000
18.02  0.00  0.00 75 4 2.0000  0.0100  0.0000
18.02  0.00  0.00 75 5 2.0000  0.0100  0.0000
18.02  0.00  0.00 75 6 2.0000  0.0100  0.0000
18.26  0.00  0.00 76 1 2.0000  0.0100  0.0000
