2.19,0,0,10,8250,0.2,1,"97912.800000000003+13719.6i"
2.19,0,0,10,20370,0.2,1,"104365+10653.5i"
2.19,0,0,10,33030,0.2,1,"107062+9679.6599999999999i"
2.19,0,0,10,47970,0.2,1,"107962+12033.799999999999i"
2.19,0,0,10,63090,0.2,1,"112965+8032.5600000000004i"
2.19,0,0,10,93090,0.2,1,"116082+9631.4500000000007i"
2.43,0,0,11,8250,0.2,1,"101368+14220i"
2.43,0,0,11,20370,0.2,1,"108067+11020.4i"
2.43,0,0,11,33030,0.2,1,"110854+10061.9i"
2.43,0,0,11,47970,0.2,1,"111978+12396.1i"
2.43,0,0,11,63090,0.2,1,"116640+8648.7700000000004i"
2.43,0,0,11,93090,0.2,1,"120152+9846.3999999999996i"
2.68,0,0,12,8250,0.2,1,"106804+15016.9i"
2.68,0,0,12,20370,0.2,1,"113889+11664.1i"
2.68,0,0,12,33030,0.2,1,"116856+10676.299999999999i"
2.68,0,0,12,47970,0.2,1,"118243+12963.4i"
2.68,0,0,12,63090,0.2,1,"122145+9410.9799999999996i"
2.68,0,0,12,93090,0.2,1,"126511+10257.700000000001i"
2.92,0,0,13,8250,0.2,1,"113334+15984.4i"
2.92,0,0,13,20370,0.2,1,"120873+12483.799999999999i"
2.92,0,0,13,33030,0.2,1,"124077+11410.799999999999i"
2.92,0,0,13,47970,0.2,1,"125561+13663.799999999999i"
2.92,0,0,13,63090,0.2,1,"129143+10226.4i"
2.92,0,0,13,93090,0.2,1,"134232+10783.6i"
3.17,0,0,14,8250,0.2,1,"119485+16813.400000000001i"
3.17,0,0,14,20370,0.2,1,"127398+13214.799999999999i"
3.17,0,0,14,33030,0.2,1,"130774+12098.799999999999i"
3.17,0,0,14,47970,0.2,1,"132317+14347.200000000001i"
3.17,0,0,14,63090,0.2,1,"135504+10897.1i"
3.17,0,0,14,93090,0.2,1,"141368+11333i"
3.41,0,0,15,8250,0.2,1,"124082+17450i"
3.41,0,0,15,20370,0.2,1,"132249+13749.1i"
3.41,0,0,15,33030,0.2,1,"135761+12613.4i"
3.41,0,0,15,47970,0.2,1,"137292+14901.9i"
3.41,0,0,15,63090,0.2,1,"140116+11250.9i"
3.41,0,0,15,93090,0.2,1,"146712+11764.9i"
3.65,0,0,16,8250,0.2,1,"126669+17773.400000000001i"
3.65,0,0,16,20370,0.2,1,"134970+14033.4i"
3.65,0,0,16,33030,0.2,1,"138560+12914.9i"
3.65,0,0,16,47970,0.2,1,"140087+15235.700000000001i"
3.65,0,0,16,63090,0.2,1,"142877+11508.5i"
3.65,0,0,16,93090,0.2,1,"149723+12024.799999999999i"
3.9,0,0,17,8250,0.2,1,"127467+17865.599999999999i"
3.9,0,0,17,20370,0.2,1,"135856+14155.5i"
3.9,0,0,17,33030,0.2,1,"139463+13030.9i"
3.9,0,0,17,47970,0.2,1,"141021+15352.5i"
3.9,0,0,17,63090,0.2,1,"143680+11561.4i"
3.9,0,0,17,93090,0.2,1,"150722+12147.4i"
4.14,0,0,18,8250,0.2,1,"127508+17861i"
4.14,0,0,18,20370,0.2,1,"135995+14230i"
4.14,0,0,18,33030,0.2,1,"139577+13064.9i"
4.14,0,0,18,47970,0.2,1,"141153+15358.200000000001i"
4.14,0,0,18,63090,0.2,1,"144150+11579.200000000001i"
4.14,0,0,18,93090,0.2,1,"150858+12196.6i"
4.38,0,0,19,8250,0.2,1,"127502+17836.400000000001i"
4.38,0,0,19,20370,0.2,1,"136079+14269.1i"
4.38,0,0,19,33030,0.2,1,"139611+13075.200000000001i"
4.38,0,0,19,47970,0.2,1,"141180+15349.1i"
4.38,0,0,19,63090,0.2,1,"144452+11638.799999999999i"
4.38,0,0,19,93090,0.2,1,"150906+12236.4i"
4.63,0,0,20,8250,0.2,1,"127471+17792.200000000001i"
4.63,0,0,20,20370,0.2,1,"136104+14276.6i"
4.63,0,0,20,33030,0.2,1,"139582+13072.1i"
4.63,0,0,20,47970,0.2,1,"141221+15331.799999999999i"
4.63,0,0,20,63090,0.2,1,"144810+11583.6i"
4.63,0,0,20,93090,0.2,1,"150914+12272.299999999999i"
4.87,0,0,21,8250,0.2,1,"127469+17750.5i"
4.87,0,0,21,20370,0.2,1,"136132+14264.1i"
4.87,0,0,21,33030,0.2,1,"139600+13061.799999999999i"
4.87,0,0,21,47970,0.2,1,"141342+15345.9i"
4.87,0,0,21,63090,0.2,1,"145279+11474.6i"
4.87,0,0,21,93090,0.2,1,"150943+12270.4i"
5.11,0,0,22,8250,0.2,1,"127656+17719.200000000001i"
5.11,0,0,22,20370,0.2,1,"136331+14244.700000000001i"
5.11,0,0,22,33030,0.2,1,"139810+13054.5i"
5.11,0,0,22,47970,0.2,1,"141646+15295.5i"
5.11,0,0,22,63090,0.2,1,"145820+11329.1i"
5.11,0,0,22,93090,0.2,1,"151160+12232.200000000001i"
5.36,0,0,23,8250,0.2,1,"128416+17704.700000000001i"
5.36,0,0,23,20370,0.2,1,"136973+14216.700000000001i"
5.36,0,0,23,33030,0.2,1,"140536+13070.700000000001i"
5.36,0,0,23,47970,0.2,1,"142326+15323.799999999999i"
5.36,0,0,23,63090,0.2,1,"146613+11256.1i"
5.36,0,0,23,93090,0.2,1,"151869+12244.200000000001i"
5.6,0,0,24,8250,0.2,1,"129494+17706.799999999999i"
5.6,0,0,24,20370,0.2,1,"137983+14195.9i"
5.6,0,0,24,33030,0.2,1,"141597+13113.4i"
5.6,0,0,24,47970,0.2,1,"143254+15399.4i"
5.6,0,0,24,63090,0.2,1,"147447+11350i"
5.6,0,0,24,93090,0.2,1,"152933+12329.299999999999i"
5.84,0,0,25,8250,0.2,1,"130615+17713.099999999999i"
5.84,0,0,25,20370,0.2,1,"139028+14214.5i"
5.84,0,0,25,33030,0.2,1,"142655+13165i"
5.84,0,0,25,47970,0.2,1,"144248+15542.4i"
5.84,0,0,25,63090,0.2,1,"148347+11531.799999999999i"
5.84,0,0,25,93090,0.2,1,"154008+12391.5i"
6.09,0,0,26,8250,0.2,1,"131430+17734.200000000001i"
6.09,0,0,26,20370,0.2,1,"139863+14273.4i"
6.09,0,0,26,33030,0.2,1,"143495+13202.9i"
6.09,0,0,26,47970,0.2,1,"145090+15716i"
6.09,0,0,26,63090,0.2,1,"149039+11697.700000000001i"
6.09,0,0,26,93090,0.2,1,"154867+12454.700000000001i"
6.33,0,0,27,8250,0.2,1,"131723+17775.200000000001i"
6.33,0,0,27,20370,0.2,1,"140221+14353i"
6.33,0,0,27,33030,0.2,1,"143816+13219.799999999999i"
6.33,0,0,27,47970,0.2,1,"145536+15755.6i"
6.33,0,0,27,63090,0.2,1,"149448+11919.799999999999i"
6.33,0,0,27,93090,0.2,1,"155222+12437.299999999999i"
6.57,0,0,28,8250,0.2,1,"131796+17817i"
6.57,0,0,28,20370,0.2,1,"140287+14431.200000000001i"
6.57,0,0,28,33030,0.2,1,"143918+13229i"
6.57,0,0,28,47970,0.2,1,"145695+15759.5i"
6.57,0,0,28,63090,0.2,1,"149561+12117.299999999999i"
6.57,0,0,28,93090,0.2,1,"155341+12432.4i"
6.82,0,0,29,8250,0.2,1,"131764+17851.599999999999i"
6.82,0,0,29,20370,0.2,1,"140262+14471.9i"
6.82,0,0,29,33030,0.2,1,"143957+13241.799999999999i"
6.82,0,0,29,47970,0.2,1,"145594+15701.9i"
6.82,0,0,29,63090,0.2,1,"149273+12318.799999999999i"
6.82,0,0,29,93090,0.2,1,"155354+12442.9i"
7.06,0,0,30,8250,0.2,1,"131360+17850.099999999999i"
7.06,0,0,30,20370,0.2,1,"139881+14471.700000000001i"
7.06,0,0,30,33030,0.2,1,"143558+13233.1i"
7.06,0,0,30,47970,0.2,1,"145034+15576.6i"
7.06,0,0,30,63090,0.2,1,"148616+12511.299999999999i"
7.06,0,0,30,93090,0.2,1,"154930+12408.700000000001i"
7.3,0,0,31,8250,0.2,1,"130161+17804.299999999999i"
7.3,0,0,31,20370,0.2,1,"138728+14394.299999999999i"
7.3,0,0,31,33030,0.2,1,"142302+13168.1i"
7.3,0,0,31,47970,0.2,1,"143668+15419.5i"
7.3,0,0,31,63090,0.2,1,"147510+12552.9i"
7.3,0,0,31,93090,0.2,1,"153550+12337.1i"
7.55,0,0,32,8250,0.2,1,"128823+17759.599999999999i"
7.55,0,0,32,20370,0.2,1,"137446+14310.1i"
7.55,0,0,32,33030,0.2,1,"140877+13096.200000000001i"
7.55,0,0,32,47970,0.2,1,"142260+15239.6i"
7.55,0,0,32,63090,0.2,1,"146428+12496.6i"
7.55,0,0,32,93090,0.2,1,"151957+12263.299999999999i"
7.79,0,0,33,8250,0.2,1,"127571+17729.299999999999i"
7.79,0,0,33,20370,0.2,1,"136239+14233.700000000001i"
7.79,0,0,33,33030,0.2,1,"139522+13055i"
7.79,0,0,33,47970,0.2,1,"140994+15091i"
7.79,0,0,33,63090,0.2,1,"145687+12250.1i"
7.79,0,0,33,93090,0.2,1,"150461+12212.6i"
8.03,0,0,34,8250,0.2,1,"127412+17906.5i"
8.03,0,0,34,20370,0.2,1,"136244+14318.6i"
8.03,0,0,34,33030,0.2,1,"139535+13166.200000000001i"
8.03,0,0,34,47970,0.2,1,"141374+15171.5i"
8.03,0,0,34,63090,0.2,1,"146037+12091.9i"
8.03,0,0,34,93090,0.2,1,"150495+12328.5i"
8.28,0,0,35,8250,0.2,1,"128394+18224i"
8.28,0,0,35,20370,0.2,1,"137556+14620.200000000001i"
8.28,0,0,35,33030,0.2,1,"140958+13422.4i"
8.28,0,0,35,47970,0.2,1,"143334+15556.4i"
8.28,0,0,35,63090,0.2,1,"147268+12035.200000000001i"
8.28,0,0,35,93090,0.2,1,"152110+12603.799999999999i"
8.52,0,0,36,8250,0.2,1,"129412+18535.5i"
8.52,0,0,36,20370,0.2,1,"138896+14914.700000000001i"
8.52,0,0,36,33030,0.2,1,"142417+13695.5i"
8.52,0,0,36,47970,0.2,1,"145304+15966.299999999999i"
8.52,0,0,36,63090,0.2,1,"148536+12017.1i"
8.52,0,0,36,93090,0.2,1,"153782+12875.799999999999i"
8.77,0,0,37,8250,0.2,1,"130566+18758.299999999999i"
8.77,0,0,37,20370,0.2,1,"140208+15188.299999999999i"
8.77,0,0,37,33030,0.2,1,"143874+13939.6i"
8.77,0,0,37,47970,0.2,1,"147246+16284.5i"
8.77,0,0,37,63090,0.2,1,"150159+12048.299999999999i"
8.77,0,0,37,93090,0.2,1,"155457+13144.299999999999i"
9.01,0,0,38,8250,0.2,1,"131123+18639.099999999999i"
9.01,0,0,38,20370,0.2,1,"140617+15204.1i"
9.01,0,0,38,33030,0.2,1,"144375+14034.1i"
9.01,0,0,38,47970,0.2,1,"147819+16329.4i"
9.01,0,0,38,63090,0.2,1,"151284+12019.700000000001i"
9.01,0,0,38,93090,0.2,1,"156070+13282.5i"
9.25,0,0,39,8250,0.2,1,"131478+18472.799999999999i"
9.25,0,0,39,20370,0.2,1,"140750+15095.700000000001i"
9.25,0,0,39,33030,0.2,1,"144592+14023.799999999999i"
9.25,0,0,39,47970,0.2,1,"148014+16206.1i"
9.25,0,0,39,63090,0.2,1,"152247+11879.1i"
9.25,0,0,39,93090,0.2,1,"156388+13365.4i"
9.5,0,0,40,8250,0.2,1,"132921+18337.200000000001i"
9.5,0,0,40,20370,0.2,1,"141876+15029.5i"
9.5,0,0,40,33030,0.2,1,"145845+14005.200000000001i"
9.5,0,0,40,47970,0.2,1,"149081+16172.4i"
9.5,0,0,40,63090,0.2,1,"154017+11700.4i"
9.5,0,0,40,93090,0.2,1,"157854+13413.5i"
9.74,0,0,41,8250,0.2,1,"139253+18646.700000000001i"
9.74,0,0,41,20370,0.2,1,"148139+15281.5i"
9.74,0,0,41,33030,0.2,1,"152330+14286.299999999999i"
9.74,0,0,41,47970,0.2,1,"155288+16454.799999999999i"
9.74,0,0,41,63090,0.2,1,"159194+11741.799999999999i"
9.74,0,0,41,93090,0.2,1,"164697+13428.700000000001i"
9.98,0,0,42,8250,0.2,1,"152841+19786.599999999999i"
9.98,0,0,42,20370,0.2,1,"162139+16274.9i"
9.98,0,0,42,33030,0.2,1,"166578+15142.1i"
9.98,0,0,42,47970,0.2,1,"169207+17320i"
9.98,0,0,42,63090,0.2,1,"172758+12908.5i"
9.98,0,0,42,93090,0.2,1,"179588+13608.6i"
10.23,0,0,43,8250,0.2,1,"169348+21275.299999999999i"
10.23,0,0,43,20370,0.2,1,"179418+17543i"
10.23,0,0,43,33030,0.2,1,"184102+16297i"
10.23,0,0,43,47970,0.2,1,"186346+18352.900000000001i"
10.23,0,0,43,63090,0.2,1,"189790+14303.4i"
10.23,0,0,43,93090,0.2,1,"197922+13938.799999999999i"
10.47,0,0,44,8250,0.2,1,"183299+22666.900000000001i"
10.47,0,0,44,20370,0.2,1,"194292+18706.700000000001i"
10.47,0,0,44,33030,0.2,1,"199112+17325.5i"
10.47,0,0,44,47970,0.2,1,"201223+19253.700000000001i"
10.47,0,0,44,63090,0.2,1,"205300+15517i"
10.47,0,0,44,93090,0.2,1,"213548+14329.4i"
10.71,0,0,45,8250,0.2,1,"190293+23456.400000000001i"
10.71,0,0,45,20370,0.2,1,"201876+19303.700000000001i"
10.71,0,0,45,33030,0.2,1,"206756+17869.200000000001i"
10.71,0,0,45,47970,0.2,1,"208643+19872.599999999999i"
10.71,0,0,45,63090,0.2,1,"213836+15989.1i"
10.71,0,0,45,93090,0.2,1,"221564+14599.4i"
10.96,0,0,46,8250,0.2,1,"186985+23072.099999999999i"
10.96,0,0,46,20370,0.2,1,"198257+18862.099999999999i"
10.96,0,0,46,33030,0.2,1,"203214+17544.299999999999i"
10.96,0,0,46,47970,0.2,1,"205188+19507.299999999999i"
10.96,0,0,46,63090,0.2,1,"210462+15324.4i"
10.96,0,0,46,93090,0.2,1,"217974+14528.5i"
11.2,0,0,47,8250,0.2,1,"176596+21622i"
11.2,0,0,47,20370,0.2,1,"186927+17768.599999999999i"
11.2,0,0,47,33030,0.2,1,"191844+16532.599999999999i"
11.2,0,0,47,47970,0.2,1,"194027+18401.200000000001i"
11.2,0,0,47,63090,0.2,1,"198809+14121.700000000001i"
11.2,0,0,47,93090,0.2,1,"206007+14082.700000000001i"
11.44,0,0,48,8250,0.2,1,"160203+18993i"
11.44,0,0,48,20370,0.2,1,"169122+15942.9i"
11.44,0,0,48,33030,0.2,1,"173632+14752.700000000001i"
11.44,0,0,48,47970,0.2,1,"175844+16349i"
11.44,0,0,48,63090,0.2,1,"180033+11810.799999999999i"
11.44,0,0,48,93090,0.2,1,"186748+12901.799999999999i"
11.69,0,0,49,8250,0.2,1,"143255+15252.5i"
11.69,0,0,49,20370,0.2,1,"150518+13273.200000000001i"
11.69,0,0,49,33030,0.2,1,"153981+12170.9i"
11.69,0,0,49,47970,0.2,1,"156030+13822.200000000001i"
11.69,0,0,49,63090,0.2,1,"159829+9031.9400000000005i"
11.69,0,0,49,93090,0.2,1,"165570+10644.4i"
11.93,0,0,50,8250,0.2,1,"131340+11690.299999999999i"
11.93,0,0,50,20370,0.2,1,"137366+10345.4i"
11.93,0,0,50,33030,0.2,1,"139744+9544.3899999999994i"
11.93,0,0,50,47970,0.2,1,"141461+11613.799999999999i"
11.93,0,0,50,63090,0.2,1,"145205+6617.8199999999997i"
11.93,0,0,50,93090,0.2,1,"149910+8385.2299999999996i"
12.17,0,0,51,8250,0.2,1,"125888+9128.8500000000004i"
12.17,0,0,51,20370,0.2,1,"131109+7974.4200000000001i"
12.17,0,0,51,33030,0.2,1,"132614+7453.3100000000004i"
12.17,0,0,51,47970,0.2,1,"133968+10038.5i"
12.17,0,0,51,63090,0.2,1,"137421+5117.8199999999997i"
12.17,0,0,51,93090,0.2,1,"141833+6606.2799999999997i"
12.42,0,0,52,8250,0.2,1,"125897+7744.8599999999997i"
12.42,0,0,52,20370,0.2,1,"130508+6467.7600000000002i"
12.42,0,0,52,33030,0.2,1,"131780+6192.79i"
12.42,0,0,52,47970,0.2,1,"132791+9121.1299999999992i"
12.42,0,0,52,63090,0.2,1,"135953+4676.0699999999997i"
12.42,0,0,52,93090,0.2,1,"140180+5779.2799999999997i"
12.66,0,0,53,8250,0.2,1,"126863+7371.1000000000004i"
12.66,0,0,53,20370,0.2,1,"131106+6089.0900000000001i"
12.66,0,0,53,33030,0.2,1,"132525+5816.7700000000004i"
12.66,0,0,53,47970,0.2,1,"133286+8597.3799999999992i"
12.66,0,0,53,63090,0.2,1,"136021+4452.9700000000003i"
12.66,0,0,53,93090,0.2,1,"140595+5715.3999999999996i"
12.9,0,0,54,8250,0.2,1,"127826+7162.7600000000002i"
12.9,0,0,54,20370,0.2,1,"131693+6151.2600000000002i"
12.9,0,0,54,33030,0.2,1,"133243+5797.0299999999997i"
12.9,0,0,54,47970,0.2,1,"133758+8421.0799999999999i"
12.9,0,0,54,63090,0.2,1,"136247+4357.6999999999998i"
12.9,0,0,54,93090,0.2,1,"141044+5664.5100000000002i"
13.15,0,0,55,8250,0.2,1,"128446+6974.8199999999997i"
13.15,0,0,55,20370,0.2,1,"132146+6212.4799999999996i"
13.15,0,0,55,33030,0.2,1,"133729+5917.8400000000001i"
13.15,0,0,55,47970,0.2,1,"134122+8517.5100000000002i"
13.15,0,0,55,63090,0.2,1,"136482+4409.25i"
13.15,0,0,55,93090,0.2,1,"141427+5665.3599999999997i"
13.39,0,0,56,8250,0.2,1,"128135+6832.1800000000003i"
13.39,0,0,56,20370,0.2,1,"131940+6236.3500000000004i"
13.39,0,0,56,33030,0.2,1,"133409+6045.8400000000001i"
13.39,0,0,56,47970,0.2,1,"133986+8677.6900000000005i"
13.39,0,0,56,63090,0.2,1,"136335+4567.7200000000003i"
13.39,0,0,56,93090,0.2,1,"141256+5783.5i"
13.63,0,0,57,8250,0.2,1,"127536+6726.3299999999999i"
13.63,0,0,57,20370,0.2,1,"131268+6192.1800000000003i"
13.63,0,0,57,33030,0.2,1,"132804+6128.1499999999996i"
13.63,0,0,57,47970,0.2,1,"133434+8806.7299999999996i"
13.63,0,0,57,63090,0.2,1,"136025+4722.04i"
13.63,0,0,57,93090,0.2,1,"140735+5892.9099999999999i"
13.88,0,0,58,8250,0.2,1,"126933+6614.3000000000002i"
13.88,0,0,58,20370,0.2,1,"130562+6134.6599999999999i"
13.88,0,0,58,33030,0.2,1,"132199+6148.6300000000001i"
13.88,0,0,58,47970,0.2,1,"132867+8887.1700000000001i"
13.88,0,0,58,63090,0.2,1,"135713+4894.4200000000001i"
13.88,0,0,58,93090,0.2,1,"140206+5998.8000000000002i"
14.12,0,0,59,8250,0.2,1,"126457+6510.21i"
14.12,0,0,59,20370,0.2,1,"129910+6068.2200000000003i"
14.12,0,0,59,33030,0.2,1,"131719+6126.1999999999998i"
14.12,0,0,59,47970,0.2,1,"132372+8911.3700000000008i"
14.12,0,0,59,63090,0.2,1,"135499+5000.5900000000001i"
14.12,0,0,59,93090,0.2,1,"139754+6035.9099999999999i"
14.37,0,0,60,8250,0.2,1,"126530+6431.79i"
14.37,0,0,60,20370,0.2,1,"129785+6030i"
14.37,0,0,60,33030,0.2,1,"131729+6100.5299999999997i"
14.37,0,0,60,47970,0.2,1,"132339+8875.3999999999996i"
14.37,0,0,60,63090,0.2,1,"135539+5103.8299999999999i"
14.37,0,0,60,93090,0.2,1,"139798+6001.6099999999997i"
14.61,0,0,61,8250,0.2,1,"126885+6389.0699999999997i"
14.61,0,0,61,20370,0.2,1,"130196+6024.1499999999996i"
14.61,0,0,61,33030,0.2,1,"132030+6087.79i"
14.61,0,0,61,47970,0.2,1,"132655+8848.9699999999993i"
14.61,0,0,61,63090,0.2,1,"135718+5157.75i"
14.61,0,0,61,93090,0.2,1,"140088+5970.3400000000001i"
14.85,0,0,62,8250,0.2,1,"127407+6388.6300000000001i"
14.85,0,0,62,20370,0.2,1,"130801+6026.5100000000002i"
14.85,0,0,62,33030,0.2,1,"132537+6070.8299999999999i"
14.85,0,0,62,47970,0.2,1,"133103+8791.7999999999993i"
14.85,0,0,62,63090,0.2,1,"136146+5237.54i"
14.85,0,0,62,93090,0.2,1,"140556+5926.9700000000003i"
15.1,0,0,63,8250,0.2,1,"128021+6422.6599999999999i"
15.1,0,0,63,20370,0.2,1,"131498+6052.4399999999996i"
15.1,0,0,63,33030,0.2,1,"133104+6084.8199999999997i"
15.1,0,0,63,47970,0.2,1,"133635+8759.5799999999999i"
15.1,0,0,63,63090,0.2,1,"136654+5322.1999999999998i"
15.1,0,0,63,93090,0.2,1,"141140+5886.79i"
15.34,0,0,64,8250,0.2,1,"128502+6487.6099999999997i"
15.34,0,0,64,20370,0.2,1,"132102+6078.8400000000001i"
15.34,0,0,64,33030,0.2,1,"133632+6133.3299999999999i"
15.34,0,0,64,47970,0.2,1,"134103+8777.8099999999995i"
15.34,0,0,64,63090,0.2,1,"137351+5470.4200000000001i"
15.34,0,0,64,93090,0.2,1,"141655+5844.8900000000003i"
15.58,0,0,65,8250,0.2,1,"128955+6736.25i"
15.58,0,0,65,20370,0.2,1,"132560+6260.9099999999999i"
15.58,0,0,65,33030,0.2,1,"134262+6308.0699999999997i"
15.58,0,0,65,47970,0.2,1,"134693+8959.7000000000007i"
15.58,0,0,65,63090,0.2,1,"138331+5733.5299999999997i"
15.58,0,0,65,93090,0.2,1,"142420+5936.0200000000004i"
15.83,0,0,66,8250,0.2,1,"130489+8268.4699999999993i"
15.83,0,0,66,20370,0.2,1,"134699+7595.7600000000002i"
15.83,0,0,66,33030,0.2,1,"136897+7372.7799999999997i"
15.83,0,0,66,47970,0.2,1,"137584+10008.200000000001i"
15.83,0,0,66,63090,0.2,1,"141010+6316.5500000000002i"
15.83,0,0,66,93090,0.2,1,"145631+6932.8000000000002i"
16.07,0,0,67,8250,0.2,1,"134080+11147.9i"
16.07,0,0,67,20370,0.2,1,"139749+9827.1800000000003i"
16.07,0,0,67,33030,0.2,1,"142503+9250.2399999999998i"
16.07,0,0,67,47970,0.2,1,"143612+11719i"
16.07,0,0,67,63090,0.2,1,"147136+7709.8000000000002i"
16.07,0,0,67,93090,0.2,1,"152295+8776.25i"
16.31,0,0,68,8250,0.2,1,"139708+14405i"
16.31,0,0,68,20370,0.2,1,"147093+12254.9i"
16.31,0,0,68,33030,0.2,1,"150333+11390.4i"
16.31,0,0,68,47970,0.2,1,"151790+13692.700000000001i"
16.31,0,0,68,63090,0.2,1,"155315+9447.2900000000009i"
16.31,0,0,68,93090,0.2,1,"161400+10873.1i"
16.56,0,0,69,8250,0.2,1,"146660+17306.099999999999i"
16.56,0,0,69,20370,0.2,1,"155540+14403.1i"
16.56,0,0,69,33030,0.2,1,"159080+13359.799999999999i"
16.56,0,0,69,47970,0.2,1,"160986+15494.299999999999i"
16.56,0,0,69,63090,0.2,1,"163907+11088i"
16.56,0,0,69,93090,0.2,1,"171226+12562i"
16.8,0,0,70,8250,0.2,1,"152090+18598.400000000001i"
16.8,0,0,70,20370,0.2,1,"161557+15272.700000000001i"
16.8,0,0,70,33030,0.2,1,"165222+14258.799999999999i"
16.8,0,0,70,47970,0.2,1,"167147+16368.4i"
16.8,0,0,70,63090,0.2,1,"170283+12179.9i"
16.8,0,0,70,93090,0.2,1,"177884+13181.299999999999i"
17.04,0,0,71,8250,0.2,1,"155739+18978.400000000001i"
17.04,0,0,71,20370,0.2,1,"165105+15613.4i"
17.04,0,0,71,33030,0.2,1,"169005+14620.700000000001i"
17.04,0,0,71,47970,0.2,1,"170888+16763.099999999999i"
17.04,0,0,71,63090,0.2,1,"173482+12503.200000000001i"
17.04,0,0,71,93090,0.2,1,"181669+13238.799999999999i"
17.29,0,0,72,8250,0.2,1,"157131+19067.5i"
17.29,0,0,72,20370,0.2,1,"166297+15694i"
17.29,0,0,72,33030,0.2,1,"170413+14700.9i"
17.29,0,0,72,47970,0.2,1,"172232+16770.400000000001i"
17.29,0,0,72,63090,0.2,1,"175125+12745.5i"
17.29,0,0,72,93090,0.2,1,"182997+13193.200000000001i"
17.53,0,0,73,8250,0.2,1,"157553+19006.200000000001i"
17.53,0,0,73,20370,0.2,1,"166637+15607.5i"
17.53,0,0,73,33030,0.2,1,"170866+14678.799999999999i"
17.53,0,0,73,47970,0.2,1,"172534+16617.299999999999i"
17.53,0,0,73,63090,0.2,1,"175802+12909.5i"
